energy,energy_entropy,filename,mfcc_1,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,sox_rms_lev_db,sox_rms_pk_db,spectral_centroid,spectral_entropy,spectral_rolloff,spectral_spread,zcr
0.005131928032511737,2.65564875000481,419_0_5.03_27875.wav,-18.158480799241005,-0.08027116631908648,-0.12845665306106718,-0.16880472092014298,0.018101141699781647,1.5346275456901166,0.2976317770656697,0.3882840895807367,-0.03311429618432638,-0.20710728226558667,-0.13770694626777547,0.13711883459665525,-0.10313537145642054,-22.9,-11.02,0.1471056826226465,0.5913878815590813,0.08968333333333334,0.14330291851766996,0.028116783819932583
0.00787263716153825,2.9498919610967365,419_102_4.83_22943.wav,-17.48843309376354,-0.07618256747410306,-0.24678759561349528,-0.10829572768865864,-0.03956556776778063,2.521421451800572,-0.3230322687220427,0.7550169432363676,0.5038285221213659,-0.004310116307489269,0.07403364812273686,-0.00858354356271748,0.19987994618963462,-21.04,-11.79,0.08218108284973487,0.2672284990388852,0.07224166666666666,0.09797261123649746,0.03817515906316276
0.01207935413892163,2.9124331785661752,419_108_5.27_17909.wav,-15.767576468773363,0.08464559065829268,-0.017958429143356557,0.026993689809280828,-0.04747905873923203,1.734655555686091,-0.011758904849479527,0.1177307711138604,0.5074009043759,0.5054608225270154,-0.061624374787620596,0.16040118711428253,-0.07010502403395565,-19.18,-11.7,0.11410283420026662,0.6965054146939683,0.11161666666666667,0.1070276524830574,0.05786690777878241
0.02544498398560176,3.1994561607555183,419_114_4.57_10556.wav,-21.41599896843945,-0.38189280722583946,0.010307061892681397,0.7791216374406976,-0.007570914051522701,9.31459630078923,-1.5947288302325655,-1.8932139611768988,1.1385895065798999,-0.017889113318745826,-0.9754922996127695,0.8409463562375618,1.0244050004447178,-15.94,-11.18,0.06511642347811922,0.23600211382894212,0.08795,0.05161875199718923,0.053283555348147285
0.026670974142893832,3.222170050361354,419_120_5.3_9543.wav,-21.91254399940205,-0.16634226662412518,-0.16082215119163693,0.697867851657344,0.2536854786378203,9.47329227350961,-0.9586934754106551,-2.2098831646337267,1.0049855005187167,0.9485350268278638,-0.4979725005557683,0.25234292921899315,0.7931763980130526,-15.74,-11.65,0.06390469037886895,0.5538269307596121,0.11225,0.05355586523336704,0.045683523681348676
0.011447828908587952,2.989906688393175,419_126_4.69_45475.wav,-17.129160570322398,0.3697442818274207,0.11563683334920397,0.18094166993080374,0.0009889496451890925,0.606638869476265,-0.5465286323207075,0.11303536730009392,-0.39018578927373426,0.019745679312517823,0.23196479724441343,0.1477400354149674,-0.11890024080179573,-19.41,-12.6,0.11475225228901376,0.5112512701007618,0.09446666666666667,0.12103418082760478,0.041541839757665656
0.005785252015370272,2.0022154966875974,419_12_5.09_9855.wav,-24.188223502933695,-0.5495260091357578,-0.25366043965663954,0.5881934394292431,-0.09928939537684864,8.282785791064445,-1.6308711354086167,-0.9276721247848113,2.520247465548535,0.6150196148836558,-1.3054893243888244,0.364931900253325,0.8487557239412685,-22.38,-10.31,0.06300880067763703,0.28706614192227026,0.03845833333333333,0.06867240121104928,0.029308455451897718
0.005559403877353214,1.9946102105143488,419_132_5.06_19343.wav,-17.509991255737546,-0.08987440333379562,0.20476082911648363,0.06679666676022568,0.0371562557729755,1.8989274811140957,-0.10451154795455996,0.41762786715665307,-0.11708960458129117,0.18141399322122465,-0.06372067904759389,-0.11557427210803659,-0.06682634788040855,-22.55,-8.73,0.0993213932773709,0.4775633115126504,0.076375,0.10248301708917369,0.03739182246592694
0.0013127194277406209,2.627148968556175,419_138_4.56_17820.wav,-18.94611059605124,0.38332598430738796,-0.550836751274721,0.381516287854449,-0.4776652424529804,2.1677191752989837,-1.299137428484725,0.8467291368745248,-0.8361168948234281,0.4575530188048545,-0.6476026472047612,0.5616087782830397,-0.5825626912774198,-28.82,-15.56,0.10533667881528454,0.8999441586883309,0.1426,0.08618293069476575,0.03345847274363643
0.001777699656701987,2.9462155506443413,419_144_4.62_8696.wav,-26.810580723621875,0.4392519146181723,0.9576706448116694,0.1359458979925634,-0.44369799321098513,8.700186703649052,1.0127887090249181,-2.4480692782656477,-0.7406032677797267,1.5405969022621258,0.9666017235290618,-0.8307714379444897,-0.9193362744519172,-27.5,-17.58,0.06377243106184496,0.5731216599428504,0.13476666666666667,0.06095525940952947,0.02013341722257176
0.0021391603814520026,2.8799518722051722,419_150_5.28_31091.wav,-19.563019425113904,-0.01830473006081848,-0.06312754567023542,-0.250949073580666,-0.13101623714882185,1.703619631198071,0.4793432920167121,0.44825028163643543,0.4411823565916492,-0.1119145185550369,0.20149099529902037,0.21709431067932308,-0.3554659493396531,-26.7,-14.85,0.13343576566571408,0.494125873131174,0.07606666666666667,0.15095149883422737,0.025120938003908348
0.017276795749298125,3.1855360933918555,419_156_5.38_9066.wav,-22.871562986766186,0.35440898362926077,-0.6617018301871818,-0.019454875085804835,0.6216328150884095,7.971672585684823,-1.029535724758398,-2.269167841092041,1.0703924698664187,1.2751876671675777,-0.8446411527786033,-0.5453875774580574,0.9127496846248062,-17.63,-11.31,0.0692763094207807,0.2775442671156589,0.018608333333333334,0.07354475367460642,0.02262509427122613
0.008960251288441707,2.997866472588185,419_162_5.36_15231.wav,-20.479787337783687,0.5988308773814268,-0.378202188400129,0.323627038951808,-0.04889999241587865,3.2568300503880696,-1.3817915000056025,2.204774225249204,-0.8736590073098854,1.5688778133029455,-0.7409546203869073,0.8985309299937485,-0.38270924454223265,-20.48,-10.0,0.06791780740770936,0.11764691902303501,0.012158333333333333,0.0927434495803715,0.012358384826603444
0.06775688031390517,3.1663458781244884,419_168_4.78_34874.wav,-17.747314390259742,0.0645059494830478,-0.08092625838446627,0.06393876767658732,0.10776495037845368,1.9449618080634146,0.45215976234961924,0.4946437555304317,0.2932759713729078,0.010645259072723335,0.022972178643549203,0.09116760414218382,0.033500116640663866,-11.69,-6.34,0.10051399695506384,0.06834113468343499,0.0035833333333333333,0.1399406512035522,0.01650423543431431
0.00546340921627101,1.9209256725411956,419_174_4.83_33350.wav,-19.519724314845575,0.06953894484451029,-0.03905210355606076,0.28159703704310113,-0.47503093006532204,1.6764538772796818,1.170081219944009,0.678117835742118,0.3217116953054806,0.10759456851050025,0.31773352105954766,0.42611220445871634,0.05735000636164679,-22.63,-11.0,0.14185148614741597,0.4270685593906463,0.020316666666666667,0.1560787250369004,0.032175134063058594
0.009878825296265499,2.1400346588028185,419_180_5.12_10077.wav,-24.744743752911916,-0.5135507069953975,0.07180913690816623,0.5850431920570299,-0.15082065175145298,7.326475399337414,-1.4171895238826244,-1.0836208861229712,1.6350507761464885,0.1961867735181743,-0.828902049434803,0.5836566107644336,0.5287363608134026,-20.05,-10.2,0.037675714838407794,0.04429304834951285,0.010775,0.06313101707260906,0.012175050729378039
0.005477020774235593,1.9981894827108064,419_186_4.5_23669.wav,-18.652023736971984,0.11440708514180034,0.08159414245026878,0.09972538307030401,0.008071891760428905,0.8317325207607105,0.5130110155148344,0.7512246260433413,0.11832598132837278,0.4453285571548114,0.6817987954034204,-0.036123782557206524,0.35885215454870184,-22.61,-12.8,0.15822940204678926,0.9937519608291574,0.19603333333333334,0.13542212949951452,0.029125121354672313
0.004518187816130922,2.5987904599610623,419_18_4.9_23726.wav,-17.6047313755337,0.12210288256264024,0.0919598992262818,0.13347702514190526,-0.18368275051339367,1.9224867277908158,-0.6770809924028234,-0.5005998800189949,0.33278446888587254,0.11753036552830834,-0.13708196308027276,-0.28707148298859625,-0.6562987809777691,-23.45,-13.22,0.132950725189862,0.6768151514058978,0.1031,0.12638503458083802,0.03669181954924812
0.00793966234360489,2.124784547621002,419_192_5.11_9655.wav,-25.33376363250921,-0.14644065350634616,-0.4464814037130217,0.25409679557304293,0.09201158384961645,8.132092248200662,-0.7140827018364295,-1.2549523526274684,1.9187288889525214,1.1889446721003396,-0.9931842535035398,-0.3852243121172964,0.6042898109258921,-21.0,-11.77,0.0402302664394683,0.08133460822143626,0.017358333333333333,0.05712914389041446,0.01325005520856337
0.00986347318884141,1.6917445495795003,419_198_5.32_8406.wav,-26.38543807136247,0.40281869229093237,0.28221681452310315,-0.35364616027629747,-0.26780007116429455,7.985934453872818,0.782203565514145,-2.0975683158145433,-0.1838703045506323,1.6171957348360224,0.702477963759804,-0.7493991835504358,-0.5043934184003019,-20.06,-9.73,0.03692465214828035,0.07524328082901374,0.013125,0.05571514284536865,0.014258392743303098
0.014101369817813339,3.049005285968432,419_204_4.56_15839.wav,-19.325250667704935,0.40161261633263773,0.022217699628877242,-0.3873531747572371,0.5457414324899299,3.365678169058169,-2.5537253163506364,2.579793483019266,-1.7715699867972616,1.6022589300318986,-0.684844124623875,1.1097609918962537,-0.3405881642925249,-18.51,-11.16,0.09318330180431504,0.32886819618791874,0.011925,0.0924253213955085,0.01728340534752228
0.007785656404989326,2.906283066884082,419_210_5.36_23105.wav,-17.74766533064222,0.12897941584043604,0.09267557446451259,0.21033620790185226,0.09202043393235826,1.2961479482065599,0.8016995942881963,0.3432923934021786,0.5744077341165268,-0.07135926865893748,-0.6100107590081433,0.30180975548735733,-0.14688871829431022,-21.09,-14.05,0.1958603498103028,1.069787547224596,0.24218333333333333,0.1635208591751569,0.04066266942778928
0.014276708493388095,3.1546669336279622,419_216_4.98_33380.wav,-18.205954713880605,0.2349471546775637,0.02996916056096407,0.11993475391365092,-0.06527820596354045,1.5938695081401757,1.5970135855561258,0.35550805571069233,-0.47905542085020125,-0.07036340453481495,-0.16731941814375043,0.043733260625281704,0.4179234887255048,-18.45,-10.67,0.19571411796001983,0.8363652811779574,0.16055833333333333,0.1694350307364404,0.04693769557373156
0.010533487573791018,2.9246555284470754,419_222_4.81_19075.wav,-16.92269962914137,-0.18792613171496225,-0.261415714805692,0.08705634682460738,-0.24825453688892699,1.093421546938309,0.5116773046092791,0.9093823701524412,0.26025077215553727,0.5439151345071134,-0.0282834160815206,0.05695452807041577,-0.18201300942084664,-19.77,-9.21,0.12120530605127626,0.7019780716830047,0.14500833333333332,0.10488882124284135,0.03884182850761878
0.018413866965432815,2.9819968645995707,419_228_5.21_40433.wav,-16.639866163706525,-0.4806350338649324,-0.4047758441749109,0.20332099166819803,0.04295244668367562,1.0551563719924664,0.2314805848388718,-0.014645983426446933,-0.6599725754892334,0.17989526307776055,0.17034270685070566,-0.1870171663272383,-0.1868521192373711,-17.35,-9.02,0.18731671494796517,1.0220802239620115,0.18629166666666666,0.17438042776008233,0.05130854711894633
0.01917474208197082,3.1924808138943632,419_234_4.98_17307.wav,-16.29716245378232,-0.27363573838529426,0.13390554735439653,0.43337870697562664,-0.5447838758192676,2.688524177464055,-0.5421526535533363,1.1197723153853236,-0.3373836701403754,0.6665171417979545,0.20170324166314244,-0.1795990053137249,-0.11258118105703807,-17.17,-11.25,0.09024225485391678,0.5891435704803829,0.116775,0.08441745469391333,0.03984599935833066
0.015545502333240153,2.7288957074101514,419_240_5.2_9157.wav,-24.763917419007264,0.545919833347779,-0.7460870612184887,-0.07037807758634196,0.8796382441164733,8.793992428300733,-0.5586894037272863,-1.854621671129426,1.4600603556183538,1.296687151571532,-1.1598489727046857,-0.7077301695575883,1.1081484981083847,-18.08,-10.12,0.050294270751394546,0.14380250346891804,0.018875,0.062183828939601844,0.021650090208709203
